course_title,course_difficulty,course_url,course_skills
IBM Full Stack Software Developer,Beginner,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,"['Cloud Native', 'HTML', 'Devops', 'open source', 'Cascading Style Sheets (CSS)', 'Git (Software)', 'Iaas PaaS Saas', 'Distributed Version Control (DRCS)', 'Hybrid Multicloud', 'JavaScript', 'Cloud Computing', 'Cloud Applications']"
IBM IT Project Manager,Beginner,https://www.coursera.org/professional-certificates/ibm-it-project-manager,"['Information Technology', 'Scrum Master', 'Communication', 'Risk Management', 'Leadership', 'agile', 'Project Management']"
IBM IT Scrum Master,Beginner,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,"['Scrum Master', 'Communication', 'Risk Management', 'Leadership', 'agile']"
IBM IT Support,Beginner,https://www.coursera.org/professional-certificates/ibm-technical-support,[]
IBM Introduction to Machine Learning,Intermediate,https://www.coursera.org/specializations/ibm-intro-machine-learning,"['Machine Learning Regression', 'Machine Learning Classification', 'Machine Learning', 'Unsupervised Learning', 'Exploratory Data Analysis']"
IBM Machine Learning,Intermediate,https://www.coursera.org/professional-certificates/ibm-machine-learning,"['Artificial Intelligence (AI)', 'Decision Tree', 'Machine Learning', 'Feature Engineering', 'Ensemble Learning', 'Regression Analysis', 'Supervised Learning', 'Machine Learning (ML) Algorithms', 'Linear Regression', 'Statistical Hypothesis Testing', 'Exploratory Data Analysis', 'Ridge Regression']"
IBM Mainframe Developer,Intermediate,https://www.coursera.org/professional-certificates/ibm-mainframe-developer,"['Mainframe', 'z/OS', 'Enterprise Software', 'security', 'IBM Z', 'Interfaces', 'Computer Programming', 'Command-Line Interface', ""Euler'S Totient Function"", 'Intrinsic Function', 'Sorting', 'COBOL Divisions', 'COBOL coding', 'Column Structure', 'COBOL Structure', 'Symbols', 'Issue Tracking System', 'Scrum (Software Development)']"
IBM Project Manager,Beginner,https://www.coursera.org/professional-certificates/ibm-project-manager,"['Project initiation', 'Communication', 'Risk Management', 'Leadership', 'Project Management']"
IBM z/OS Mainframe Practitioner,Intermediate,https://www.coursera.org/professional-certificates/ibm-z-mainframe,"['Linux', 'Mainframe', 'z systems', 'security', 'IBM Z']"
IELTS Preparation,Beginner,https://www.coursera.org/specializations/ielts-preparation,[]
IT Fundamentals for Cybersecurity,Beginner,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,"['Operating System Security', 'database vulnerabilities', 'Cybersecurity', 'networking basics', 'Cyber Attacks']"
IT Security: Defense against the digital dark arts,Beginner,https://www.coursera.org/learn/it-security,"['Cybersecurity', 'Wireless Security', 'Cryptography', 'Network Security']"
IT Support Google,Beginner,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google,"['Debugging', 'Protokol Jaringan', 'Layanan Pelanggan', 'Algoritma dan Teknik Enkripsi', 'Komputasi Cloud.']"
ITIL 4 Exam Preparation,Mixed,https://www.coursera.org/learn/itil-4-exam-preparation,"['ITIL 4 Foundation topics', 'ITIL Terminogy']"
Immunology: The Immune System and its Failures,Intermediate,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures,"['Tumour immunity', 'Allergy/asthma.', 'Autoimmunity', 'Infectious Diseases', 'Immunology']"
Impact Measurement & Management for the SDGs,Mixed,https://www.coursera.org/learn/impact-for-sdgs,[]
Improve Your English Communication Skills,Beginner,https://www.coursera.org/specializations/improve-english,"['Professional', 'Email Writing', 'Presentation', 'Writing']"
Improving Communication Skills,Beginner,https://www.coursera.org/learn/wharton-communication-skills,"['goal setting', 'Communication', 'Negotiation', 'Deception']"
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Intermediate,https://www.coursera.org/learn/deep-neural-network,"['Tensorflow', 'Deep Learning', 'Mathematical Optimization', 'hyperparameter tuning']"
Improving Leadership & Governance in Nonprofit Organizations,Beginner,https://www.coursera.org/specializations/nonprofit,"['Management', 'Strategic Leadership', 'Corporate Governance', 'Onboarding', 'Leadership Development']"
In the Studio: Postwar Abstract Painting,Beginner,https://www.coursera.org/learn/painting,"['Art History', 'Art', 'History', 'Color Theory']"
Inclusive Leadership: The Power of Workplace Diversity,Beginner,https://www.coursera.org/learn/inclusiveleadership,"['Emotional Intelligence', 'self-awareness', 'inclusive leadership', 'Communication', 'Diversity (Business)']"
Indigenous Canada,Mixed,https://www.coursera.org/learn/indigenous-canada,"['Politics', 'Art', 'Human Rights and Allyship', 'History', 'Indigenous Studies']"
Industrial Biotechnology,Beginner,https://www.coursera.org/learn/industrial-biotech,[]
Infectious Disease Modelling,Intermediate,https://www.coursera.org/specializations/infectious-disease-modelling,"['Modeling', 'R Programming']"
"Influencing: Storytelling, Change Management and Governance",Beginner,https://www.coursera.org/specializations/influencing-storytelling-change-management,"['Change Management', 'Communication', 'Negotiation', 'Risk governance']"
"Information Systems Auditing, Controls and Assurance",Beginner,https://www.coursera.org/learn/information-systems-audit,"['Information Security (INFOSEC)', 'Information Technology (IT) Management', 'Audit', 'Risk Management', 'Change Management']"
Information Technology (IT) and Cloud Fundamentals,Beginner,https://www.coursera.org/specializations/it-cloud-fundamentals,[]
Information​ ​Systems,Beginner,https://www.coursera.org/specializations/information-systems,"['Project Management', 'Critical Thinking', 'Management']"
Innovation Management,Beginner,https://www.coursera.org/learn/innovation-management,"['Social Network', 'Management', 'Innovation', 'Innovation Management']"
"Innovation Through Design: Think, Make, Break, Repeat",Beginner,https://www.coursera.org/learn/innovation-through-design,[]
Innovation: From Creativity to Entrepreneurship,Beginner,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,"['Creativity', 'Business Model', 'Entrepreneurship', 'Innovation Management', 'Innovation']"
Innovative Teaching with ChatGPT,Beginner,https://www.coursera.org/learn/chatgpt-innovative-teaching,"['Brainstorming', 'educational games', 'student engagement', 'Personalized Learning', 'Lesson Plan']"
Inspired Leadership,Intermediate,https://www.coursera.org/specializations/inspired-leadership,"['Emotional Intelligence', 'Coaching', 'Appreciative Inquiry', 'Leadership', 'Negotiation']"
Inspiring and Motivating Individuals,Beginner,https://www.coursera.org/learn/motivate-people-teams,"['goal setting', 'Communication', 'Leadership', 'Leadership Development']"
Instructional Design Foundations and Applications,Mixed,https://www.coursera.org/learn/instructional-design-foundations-applications,"['Analysis for Instructional Design', 'Instructional Design Modeling', 'Learning and Instructional Theories', 'Instructional System Design', 'Instructional Design']"
Instructional Methods in Health Professions Education,Intermediate,https://www.coursera.org/learn/instructional-methods-education,"['Teaching', 'Simulation', 'Instructional Design', 'Teaching Method']"
Integrative Health and Medicine,Beginner,https://www.coursera.org/specializations/integrative-health-and-medicine,"['wellbeing', 'patient-centered care', 'improved symptom management', 'integrative medicine', 'evidence-based practice']"
Integrative Nursing,Beginner,https://www.coursera.org/specializations/integrative-nursing,"['integrative healthcare', 'wellbeing', 'patient-centered care', 'improved symptom management', 'evidence-based practice', 'symptom management', 'healthcare', 'Stress Management', 'Pain Management', 'whole-person care', 'Mindfulness', 'integrative medicine']"
Intellectual Property Law,Intermediate,https://www.coursera.org/specializations/introduction-intellectual-property,"['Brand Management', 'Strategic Thinking', 'Planning', 'Intellectual Property', 'Business Strategy']"
Interaction Design,Intermediate,https://www.coursera.org/specializations/interaction-design,"['Storyboarding', 'Heuristic Evaluation', 'R Programming', 'A/B Testing']"
International Business Essentials,Intermediate,https://www.coursera.org/specializations/mba,"['Delegation', 'Business Plan', 'Pest Analysis', 'Statistical Hypothesis Testing']"
International Humanitarian Law in Theory and Practice,Beginner,https://www.coursera.org/learn/international-humanitarian-law,"['International Humanitarian Law', 'International Law', 'Law']"
International Law In Action: Investigating and Prosecuting International Crimes,Mixed,https://www.coursera.org/learn/international-law-in-action-2,"['Justice', 'Criminal Justice', 'International Law', 'Law']"
International Law in Action: the Arbitration of International Disputes,Mixed,https://www.coursera.org/learn/arbitration-international-disputes,[]
International Leadership and Organizational Behavior,Mixed,https://www.coursera.org/learn/organizational-behavior,"['Social Network', 'Leadership', 'Management', 'Cross-Cultural Communication']"
International Marketing & Cross Industry Growth,Beginner,https://www.coursera.org/specializations/international-marketing,"['Business Marketing', 'Sports Marketing', 'Marketing']"
International Organizations Management,Beginner,https://www.coursera.org/learn/international-organizations-management,[]
International Women's Health and Human Rights,Beginner,https://www.coursera.org/learn/womens-health-human-rights,"['Health Education', 'Reproductive Health', 'Community Health', 'Sexually Transmitted Infections']"
Interviewing and Resume Writing in English,Intermediate,https://www.coursera.org/specializations/english-interview-resume,[]
Introducción a la programación en Python I: Aprendiendo a programar con Python,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python,"['Computer Programming', 'Python Programming', 'List & Label', 'Programming Language']"
Introduction to AI in the Data Center,Beginner,https://www.coursera.org/learn/introduction-to-ai-in-the-data-center,"['Artificial Intelligence (AI)', 'Machine Learning']"
Introduction to Agile Development and Scrum,Beginner,https://www.coursera.org/learn/agile-development-and-scrum,"['Agile Software Development', 'Scrum Methodology', 'Zenhub', 'Kanban', 'Sprint Planning']"
Introduction to Artificial Intelligence (AI),Beginner,https://www.coursera.org/learn/introduction-to-ai,"['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning']"
Introduction to Back-End Development,Beginner,https://www.coursera.org/learn/introduction-to-back-end-development,[]
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Beginner,https://www.coursera.org/specializations/introduction-to-biology,"['Ecosystem Model', 'Concept mapping and visualization', 'Interdisciplinary thinking', 'Inspecting specimens', 'Communicating scientific ideas', 'Interpreting phylogenetic trees', 'Examining ideas', 'Researching scientific articles', 'Recording observations', 'Identifying species']"
Introduction to Business,Beginner,https://www.coursera.org/specializations/business-introduction,"['Strategic Planning', 'engagement', 'Storytelling', 'Expense Control', 'Leadership Style']"
Introduction to Calculus,Intermediate,https://www.coursera.org/learn/introduction-to-calculus,"['logic', 'Mathematics', 'Calculus']"
Introduction to Chemistry:  Reactions and Ratios,Beginner,https://www.coursera.org/learn/intro-chemistry,[]
Introduction to Clinical Data,Beginner,https://www.coursera.org/learn/introduction-clinical-data,[]
Introduction to Cloud Computing,Beginner,https://www.coursera.org/learn/introduction-to-cloud,"['Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing']"
Introduction to Computer Science and Programming,Beginner,https://www.coursera.org/specializations/introduction-computer-science-programming,"['Computer Graphics (CG)', 'Problem Solving', 'Mathematics', 'JavaScript', 'Computer Programming']"
Introduction to Computer Vision and Image Processing,Beginner,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,"['Deep Learning', 'Opencv', 'Artificial Intelligence (AI)', 'Image Processing', 'Computer Vision']"
Introduction to Computers and Operating Systems and Security,Beginner,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security,"['Computer Architecture', 'Cybersecurity', 'Cloud Computing', 'Operating Systems']"
Introduction to Corporate Finance,Mixed,https://www.coursera.org/learn/wharton-finance,"['Discounted Cash Flow', 'Decision-Making', 'Corporate Finance', 'Cash Flow Analysis']"
Introduction to Cyber Security,Beginner,https://www.coursera.org/specializations/intro-cyber-security,"['Cryptography', 'Cybersecurity', 'Risk Assessment', 'Cyber Defense', 'Cyber Attacks']"
Introduction to Cybersecurity Tools & Cyber Attacks,Beginner,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,"['Information Security (INFOSEC)', 'IBM New Collar', 'Malware', 'Cybersecurity', 'Cyber Attacks']"
Introduction to Data Analytics,Beginner,https://www.coursera.org/learn/introduction-to-data-analytics,"['Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)']"
Introduction to Data Engineering,Beginner,https://www.coursera.org/learn/introduction-to-data-engineering,"['Data Science', 'Information Engineering', 'Database (DBMS)', 'NoSQL', 'SQL']"
Introduction to Data Science,Beginner,https://www.coursera.org/specializations/introduction-data-science,"['Data Science', 'Relational Database Management System (RDBMS)', 'Cloud Databases', 'Python Programming', 'SQL']"
Introduction to Data Science in Python,Intermediate,https://www.coursera.org/learn/python-data-analysis,"['Python Programming', 'Numpy', 'Pandas', 'Data Cleansing']"
Introduction to Deep Learning & Neural Networks with Keras,Intermediate,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,"['Deep Learning', 'Artificial Neural Network', 'Artificial Intelligence (AI)', 'Machine Learning', 'keras']"
Introduction to Dental Medicine,Beginner,https://www.coursera.org/learn/dental-medicine-penn,[]
Introduction to DevOps,Beginner,https://www.coursera.org/learn/intro-to-devops,"['Cloud Native', 'Devops', 'CI/CD', 'agile', 'TDD/BDD']"
Introduction to Discrete Mathematics for Computer Science,Beginner,https://www.coursera.org/specializations/discrete-mathematics,"['Graph Theory', 'Number Theory', 'Cryptography', 'Probability']"
Introduction to Electronics,Mixed,https://www.coursera.org/learn/electronics,[]
Introduction to Embedded Systems Software and Development Environments,Intermediate,https://www.coursera.org/learn/introduction-embedded-systems,"['Makefile', 'C Programming', 'Embedded C']"
Introduction to Engineering Mechanics,Mixed,https://www.coursera.org/learn/engineering-mechanics-statics,[]
Introduction to English Common Law,Beginner,https://www.coursera.org/learn/intro-common-law,[]
Introduction to Environmental Law and Policy,Mixed,https://www.coursera.org/learn/environmental-law,"['Environmental Law', 'Common Law', 'Law', 'Environmental Protection']"
Introduction to Environmental Science,Beginner,https://www.coursera.org/specializations/environmental-science,[]
Introduction to Finance and Accounting,Beginner,https://www.coursera.org/specializations/finance-accounting,"['Corporate Finance', 'Financial Accounting', 'Financial Statement', 'Accounting', 'Decision-Making']"
Introduction to Finance: The Basics,Beginner,https://www.coursera.org/learn/introduction-to-finance-the-basics,"['Financial Management', 'Finance', 'Future Value', 'Leadership And Management']"
Introduction to Financial Accounting,Mixed,https://www.coursera.org/learn/wharton-accounting,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']"
Introduction to Financial Accounting: The Accounting Cycle,Beginner,https://www.coursera.org/specializations/accounting,[]
"Introduction to Financial Analysis - The ""Why?""",Beginner,https://www.coursera.org/learn/introduction-to-financial-analysis-the-why,"['Risk', 'Financial Analysis', 'Financial Statement', 'Accounting', 'Finance']"
Introduction to Financial Engineering and Risk Management,Intermediate,https://www.coursera.org/learn/financial-engineering-intro,"['Derivatives', 'Swaps and options', 'Fixed Income', 'Binomial Distribution', 'black scholes model']"
Introduction to Forensic Science,Mixed,https://www.coursera.org/learn/forensic-science,[]
Introduction to Front-End Development,Beginner,https://www.coursera.org/learn/introduction-to-front-end-development,"['Web Development Tools', 'User Interface', 'Front-End Web Development', 'HTML and CSS', 'Responsive Web Design']"
Introduction to Generative AI,Beginner,https://www.coursera.org/learn/introduction-to-generative-ai,[]
Introduction to Git and GitHub,Beginner,https://www.coursera.org/learn/introduction-git-github,"['Using Git', 'Version Control Systems', 'Interacting with GitHub', 'Reverting Changes', 'Creating Pull Requests']"
Introduction to Good Clinical Practice,Beginner,https://www.coursera.org/learn/good-clinical-practice-novartis,"['Clinical trial basics', 'Drug Development', 'Good clinical practice', 'Clinical trial diversity', 'Regulatory frameworks']"
Introduction to Google SEO,Beginner,https://www.coursera.org/learn/search-engine-optimization,"['Search Algorithm', 'Search Engine Optimization (SEO)', 'Mathematical Optimization', 'Semantics']"
Introduction to Hardware and Operating Systems,Beginner,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,"['Operating Systems', 'IT Fundamentals', 'Technical Support', 'Troubleshooting', 'hardware']"
Introduction to Healthcare,Beginner,https://www.coursera.org/learn/intro-to-healthcare,[]
Introduction to Industrial Bioprocess Development,Beginner,https://www.coursera.org/learn/industrial-bioprocess-development,"['bioprocess engineering', 'biomanufacturing', 'Microbiology', 'Biotechnology']"
Introduction to Large Language Models,Beginner,https://www.coursera.org/learn/introduction-to-large-language-models,[]
Introduction to Logic and Critical Thinking,Beginner,https://www.coursera.org/specializations/logic-critical-thinking-duke,"['reason', 'logic', 'analysis', 'Business Communication', 'Communication', 'Critical Thinking']"
Introduction to Machine Learning,Intermediate,https://www.coursera.org/learn/machine-learning-duke,"['Natural Language Processing', 'Convolutional Neural Network', 'Machine Learning', 'Python Programming', 'pytorch']"
Introduction to Machine Learning in Production,Advanced,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,"['Human-level Performance (HLP)', 'Concept Drift', 'Model baseline', 'Project Scoping and Design', 'ML Deployment Challenges']"
Introduction to Marketing,Mixed,https://www.coursera.org/learn/wharton-marketing,"['Positioning (Marketing)', 'Marketing', 'Marketing Strategy', 'Customer Satisfaction']"
Introduction to Mathematical Thinking,Intermediate,https://www.coursera.org/learn/mathematical-thinking,"['Number Theory', 'Real Analysis', 'Mathematical Logic', 'Language']"
Introduction to Microsoft Azure Cloud Services,Beginner,https://www.coursera.org/learn/microsoft-azure-cloud-services,"['Microsoft Azure', 'Cloud Computing']"
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Mixed,https://www.coursera.org/learn/negotiation,"['Game Theory', 'Negotiation', 'Collaboration', 'Principled Negotiation']"
Introduction to Operations Management,Beginner,https://www.coursera.org/learn/wharton-operations,"['Process Management', 'Operations Management', 'Six Sigma', 'Inventory']"
Introduction to Philosophy,Mixed,https://www.coursera.org/learn/philosophy,[]
Introduction to Probability and Data with R,Beginner,https://www.coursera.org/learn/probability-intro,"['Statistics', 'R Programming', 'Rstudio', 'Exploratory Data Analysis']"
Introduction to Programming with MATLAB,Beginner,https://www.coursera.org/learn/matlab,"['Computer Programming', 'Problem Solving', 'Matlab', 'Programming Language']"
Introduction to Programming with Python and Java,Beginner,https://www.coursera.org/specializations/programming-python-java,"['Programming Principles', 'Python Programming', 'Java Programming', 'Data Structure', 'Computer Programming']"
Introduction to Project Management,Beginner,https://www.coursera.org/learn/introduction-to-project-management,"['Project Planning', 'Career Development', 'Scrum Master', 'Agile PM', 'Project Management']"
Introduction to Project Management,Beginner,https://www.coursera.org/projects/introduction-project-management,[]
Introduction to Psychology,Mixed,https://www.coursera.org/learn/introduction-psych,"['Psychological Issues', 'Psychology', 'Social Psychology', 'Mental Illness']"
Introduction to Psychology,Beginner,https://www.coursera.org/learn/introduction-psychology,"['reasoning', 'Problem Solving', 'abstract thinking', 'analytical thinking', 'Critical Thinking']"
Introduction to Public Relations and the Media,Beginner,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,"['Press Release', 'Public Relations', 'Branding', 'Influencers']"
Introduction to Python Programming,Beginner,https://www.coursera.org/learn/python-programming-intro,"['Python Tools', 'Python Syntax And Semantics', 'Programming Principles', 'Python Programming', 'Computer Programming']"
Introduction to Responsible AI,Beginner,https://www.coursera.org/learn/introduction-to-responsible-ai,[]
Introduction to Scripting in Python,Beginner,https://www.coursera.org/specializations/introduction-scripting-in-python,"['Codeskulptor', 'Data Analysis', 'Python Programming', 'Data Visualization (DataViz)']"
Introduction to Scrum Master Training,Beginner,https://www.coursera.org/learn/introduction-to-certified-scrum-master,[]
Introduction to Self-Driving Cars,Advanced,https://www.coursera.org/learn/intro-self-driving-cars,[]
Introduction to Social Media Marketing,Beginner,https://www.coursera.org/learn/social-media-marketing-introduction,"['Social Media Marketing', 'Marketing', 'Digital Marketing', 'Social Media Marketing Strategy']"
Introduction to Software Engineering,Beginner,https://www.coursera.org/learn/introduction-to-software-engineering,"['Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum']"
Introduction to Spreadsheets and Models,Mixed,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,"['Monte Carlo Method', 'Microsoft Excel', 'Linear Programming (LP)', 'Solver']"
Introduction to Statistics,Beginner,https://www.coursera.org/learn/stanford-statistics,[]
Introduction to Sustainability,Mixed,https://www.coursera.org/learn/sustainability,[]
Introduction to Systematic Review and Meta-Analysis,Mixed,https://www.coursera.org/learn/systematic-review,[]
Introduction to Systems Engineering,Mixed,https://www.coursera.org/learn/systems-engineering,[]
Introduction to Technical Support,Beginner,https://www.coursera.org/learn/introduction-to-technical-support,"['Customer Service', 'Ticketing Systems', 'Technical Support', 'Service Level Agreements (SLA)', 'Information Technology (IT) Support']"
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",Intermediate,https://www.coursera.org/learn/introduction-tensorflow,"['Computer Vision', 'Tensorflow', 'Machine Learning']"
Introduction to User Experience Design,Beginner,https://www.coursera.org/learn/user-experience-design,"['Usability', 'User Experience (UX)', 'User Experience Design (UXD)', 'User Interface']"
Introduction to Web Development,Beginner,https://www.coursera.org/learn/web-development,"['Css Code', 'HTML', 'JavaScript', 'Cascading Style Sheets (CSS)']"
"Introduction to Web Development with HTML, CSS, JavaScript",Beginner,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript,"['Web Development', 'Cascading Style Sheets (CSS)', 'HTML', 'Git (Software)', 'JavaScript']"
Introductory C Programming,Beginner,https://www.coursera.org/specializations/c-programming,"['Debugging', 'Software Development Process', 'Algorithms', 'Software Design', 'Problem Solving', 'Software Engineering', 'C Programming', 'Computer Programming']"
Introductory Human Physiology,Beginner,https://www.coursera.org/learn/physiology,"['Cardiovascular understanding', 'Biology', 'Organ Systems', 'Medicine', 'Metabolic Pathways']"
Intuit Academy Bookkeeping,Beginner,https://www.coursera.org/professional-certificates/intuit-bookkeeping,"['Double-Entry Bookkeeping System', 'Bookkeeping', 'Bank Reconciliations', 'Accounting Concepts and Measurement']"
Investment Management,Beginner,https://www.coursera.org/specializations/investment-management,"['Investment Management', 'Risk Management', 'Financial Markets', 'Finance']"
Investment Management with Python and Machine Learning,Beginner,https://www.coursera.org/specializations/investment-management-python-machine-learning,"['Risk Management', 'Portfolio construction and analysis', 'Python programming skills', 'Implementation of data science techniques in investment decisions', 'Portfolio Optimization']"
Investment and Portfolio Management,Beginner,https://www.coursera.org/specializations/investment-portolio-management,"['Performance Attribution', 'Behavioral Finance', 'Financial Markets', 'Behavioral Economics']"
Java FullStack Developer,Intermediate,https://www.coursera.org/specializations/java-fullstack,"['Cascading Style Sheets (CSS)', 'Spring', 'HTML', 'JPA', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Data Structure', 'JavaScript', 'hibernate', 'springboot', 'Angularjs']"
Java Programming and Software Engineering Fundamentals,Beginner,https://www.coursera.org/specializations/java-programming,"['Debugging', 'Cascading Style Sheets (CSS)', 'HTML', 'Algorithms', 'Software Design', 'Data Analysis', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Software Engineering', 'Data Structure', 'JavaScript', 'Computer Programming']"
JavaScript for Beginners,Beginner,https://www.coursera.org/specializations/javascript-beginner,"['web interactivty', 'Jquery', 'Data Manipulation', 'JavaScript']"
Key Technologies for Business,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,"['Data Science', 'Artificial Intelligence (AI)', 'Business', 'Cloud Computing', 'technology']"
Leadership Skills,Beginner,https://www.coursera.org/learn/leadershipskills,"['Leading and managing change in organisation', 'Supportive communication', 'Leading subordinates effectively', 'Mindfulness', 'Positive Personality']"
Leadership in 21st Century Organizations,Mixed,https://www.coursera.org/learn/leadership-21st-century,"['Strategic Management', 'Leadership', 'Collaboration', 'Communications Management']"
Leading Diverse Teams & Organizations,Beginner,https://www.coursera.org/learn/leading-diverse-teams-and-organizations,"['Equity', 'Leadership', 'diversity', 'inclusion']"
Leading Healthcare Quality and Safety,Beginner,https://www.coursera.org/learn/quality-healthcare,[]
Leading People and Teams,Beginner,https://www.coursera.org/specializations/leading-teams,"['Vision Alignment', 'Talent Management', 'Goals and Rewards', 'Motivate Employees', 'Leadership']"
Leading the Modern Day Business,Beginner,https://www.coursera.org/specializations/leading-modern-day-business,"['Marketing', 'Business Strategy', 'Leadership And Management', 'Storytelling', 'Innovation']"
Leading: Human Resource Management and Leadership,Intermediate,https://www.coursera.org/specializations/hr-management-leadership,"['Strategic Thinking', 'Human Resources (HR)', 'Visionary leadership', 'Organisational design']"
Learn Chinese: HSK Test Preparation,Beginner,https://www.coursera.org/specializations/hsk-learn-chinese,"['Chinese Language', 'Hanyu Shuiping Kaoshi (HSK)']"
Learn English: Advanced Academic Speaking and Listening,Intermediate,https://www.coursera.org/specializations/speaklistenenglish,"['Lecture', 'Note Taking', 'Presentation', 'Speech']"
Learn English: Advanced Grammar and Punctuation,Advanced,https://www.coursera.org/specializations/advanced-grammar-punctuation,"['English Grammar', 'Punctuation', 'Grammar', 'English Language']"
Learn English: Beginning Grammar,Beginner,https://www.coursera.org/specializations/learn-english-beginning-grammar,[]
Learn English: Intermediate Grammar,Intermediate,https://www.coursera.org/specializations/intermediate-grammar,"['English Grammar', 'Perfect Tenses', 'English Language', 'Adjective']"
Learn SQL Basics for Data Science,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,"['Data Analysis', 'Apache Spark', 'Delta Lake', 'SQL']"
Learn Spanish: Basic Spanish Vocabulary,Beginner,https://www.coursera.org/specializations/learn-spanish,['Grammar']
Learn to Program: The Fundamentals,Beginner,https://www.coursera.org/learn/learn-to-program,"['Python Syntax And Semantics', 'Computer Programming', 'Python Programming', 'Idle (Python)']"
Learn to Speak Korean 1,Beginner,https://www.coursera.org/learn/learn-speak-korean1,[]
Learning How to Learn: Powerful mental tools to help you master tough subjects,Beginner,https://www.coursera.org/learn/learning-how-to-learn,"['Test Preparation', 'Learning To Learn', 'Pomodoro Technique', 'Meta Learning']"
Learning Linux for LFCA Certification,Beginner,https://www.coursera.org/specializations/linux-for-lfca-certification,"['creating links to files and directories', 'updating packages', 'managing Linux File Systems', 'filtering text files', 'applying permissions']"
Learning and Development,Beginner,https://www.coursera.org/learn/learning-and-development,"['Learning Delivery Methods', 'Effective Training', 'Training Needs', 'Learning Models']"
Learning for a Sustainable Future,Beginner,https://www.coursera.org/learn/learning-for-a-sustainable-future,[]
Les Fondamentaux de la Négociation,Beginner,https://www.coursera.org/learn/fondamentaux-negociation,[]
Leverage Data Science for a More Agile Supply Chain,Intermediate,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain,"['Data-Informed Decision-Making', 'Analyze Metrics', 'Resource and Capacity Optimization', 'Risk identification', 'Agile Supply Chain Planning']"
Linear Algebra for Machine Learning and Data Science,Beginner,https://www.coursera.org/learn/machine-learning-linear-algebra,"['Machine Learning', 'Linear Equation', 'Eigenvalues And Eigenvectors', 'Linear Algebra', 'Determinants']"
Linear Circuits 1: DC Analysis,Mixed,https://www.coursera.org/learn/linear-circuits-dcanalysis,[]
Linux and Private Cloud Administration on IBM Power Systems,Intermediate,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems,"['System Administration', 'Red Hat Enterprise Linux', 'virtualization', 'IBM Power Systems', 'Cloud Computing']"
MATLAB Programming for Engineers and Scientists,Beginner,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,"['Matlab', 'Data Analysis', 'Object-Oriented Programming (OOP)', 'Image Processing', 'Computer Programming']"
MLOps | Machine Learning Operations,Advanced,https://www.coursera.org/specializations/mlops-machine-learning-duke,"['Data Management', 'Devops', 'MLOps', 'Machine Learning', 'Github', 'Python Programming', 'Data Analysis', 'Microsoft Azure', 'Big Data', 'Amazon Web Services (Amazon AWS)', 'Cloud Computing', 'Rust Programming']"
Machine Learning,Intermediate,https://www.coursera.org/specializations/machine-learning,"['Data Clustering Algorithms', 'Machine Learning', 'Classification Algorithms', 'Decision Tree']"
Machine Learning,Beginner,https://www.coursera.org/specializations/machine-learning-introduction,"['Decision Trees', 'Artificial Neural Network', 'Logistic Regression', 'Recommender Systems', 'Linear Regression']"
Machine Learning Data Lifecycle in Production,Advanced,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production,"['ML Metadata', 'Convolutional Neural Network', 'TensorFlow Extended (TFX)', 'Data Validation', 'Data transformation']"
