course_title,course_difficulty,course_url,course_skills
Developing Applications with Google Cloud,Intermediate,https://www.coursera.org/specializations/developing-apps-gcp,"['Debugging', 'Google Cloud Platform', 'Cloud Storage', 'Application development', 'Cloud Computing']"
Developing Front-End Apps with React,Intermediate,https://www.coursera.org/learn/developing-frontend-apps-with-react,"['Web Development', 'User Interface', 'React (Web Framework)', 'Front-end Development', 'JavaScript']"
Devenir entrepreneur du changement,Mixed,https://www.coursera.org/learn/entrepreneur-changement,"['Social Entrepreneurship', 'Business Model', 'Communication', 'Entrepreneurship', 'Social Business Model']"
Digital Fashion Innovation,Intermediate,https://www.coursera.org/specializations/digitalfashioninnovation,"['Digital Transformation in Fashion', 'Digital Fashion Design', 'Digitalization in Fashion', 'Fashion Merchandising', 'Fashion E-Commerce']"
Digital Health,Intermediate,https://www.coursera.org/specializations/digitalhealth,[]
Digital Manufacturing & Design Technology,Beginner,https://www.coursera.org/specializations/digital-manufacturing-design-technology,"['Artificial Intelligence (AI)', 'Digital Design', 'Manufacturing Engineer', 'Industry 4.0']"
Digital Marketing,Beginner,https://www.coursera.org/specializations/digital-marketing,"['Digital Marketing', 'Social Media', 'Content Marketing', 'search marketing', 'Brand Communication', 'Marketing Channel', 'Mobile Marketing', 'Integrated Marketing Communications', 'Data Collection', 'Analytics', 'Data Analysis', 'Data Visualization (DataViz)', 'Marketing', 'Pricing Strategies', 'Marketing Mix', 'Product Strategies', 'Marketing Analytics', 'Marketing Plan', 'Search Advertising', 'Marketing Performance Measurement And Management', 'Marketing Performance']"
Digital Marketing Strategy and Planning,Beginner,https://www.coursera.org/specializations/digital-marketing-strategy-planning,"['Search Engine Marketing (SEM) Strategy', 'Display and Video Advertising Strategy', 'Social Media and Email Marketing Strategy', 'E-Commerce Strategy', 'Digital Channel Planning', 'Strategic Thinking', 'Strategy Execution', 'Digital Leadership', 'Communicating Results', 'Customer Experience (CX) Design', 'Digital transformation', 'Digital Marketing', 'Content Marketing', 'Digital Strategy', 'Digital Research']"
Digital Product Management,Beginner,https://www.coursera.org/specializations/uva-darden-digital-product-management,"['hypothesis-driven development', 'Product Management', 'Design Thinking', 'agile', 'Lean Startup']"
Digital Product Management: Modern Fundamentals,Beginner,https://www.coursera.org/learn/uva-darden-digital-product-management,"['Product/Market Fit', 'Product Management', 'Design Thinking', 'Innovation Pipeline', 'Lean Startup']"
Digital Signal Processing,Intermediate,https://www.coursera.org/specializations/digital-signal-processing,"['Convulsion', 'Data Transmission', 'Audio processing', 'Ipython', 'Fourier Analysis']"
Digital Technologies and the Future of Manufacturing,Beginner,https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing,"['Manufacturing Process Management', 'Bussiness', 'Industrial Internet of Things (IIoT)', 'technology']"
Digital Transformation Using AI/ML with Google Cloud,Beginner,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,"['Organizational Culture', 'Business Transformation', 'Business Value', 'Business Strategy', 'Business Case Analysis']"
Digitalisation in Aeronautics and Space,Intermediate,https://www.coursera.org/specializations/aerospace,[]
Dino 101: Dinosaur Paleobiology,Beginner,https://www.coursera.org/learn/dino101,"['Biodiversity', 'Biology', 'Evolution', 'Paleontology']"
Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Beginner,https://www.coursera.org/specializations/diseno-instruccional,"['Análisis', 'Pensamiento crítico', 'Comunicación efectiva']"
Diseño de Experiencia del Usuario (UX) de Google,Beginner,https://www.coursera.org/professional-certificates/diseno-de-experiencia-del-usuario-ux-de-google,"['Experiencia del usuario (UX)', 'Diseño de la experiencia del usuario (UXD)', 'Investigación en UX', 'Pruebas de usabilidad', 'Prototipo', 'Adobe XD', 'Esquema', 'Maqueta', 'Figma', 'Trabajos de diseño de UX', 'Esquema de página']"
Diversity and inclusion in the workplace,Beginner,https://www.coursera.org/learn/diversity-inclusion-workplace,[]
Diversité et inclusion sur le lieu de travail,Beginner,https://www.coursera.org/learn/diversite-inclusion-travail,[]
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Intermediate,https://www.coursera.org/learn/algorithms-divide-conquer,"['Algorithms', 'Randomized Algorithm', 'Sorting Algorithm', 'Divide And Conquer Algorithms']"
Django for Everybody,Intermediate,https://www.coursera.org/specializations/django,"['Cascading Style Sheets (CSS)', 'HTML', 'JavaScript', 'SQL', 'Django (Web Framework)']"
Dog Emotion and Cognition,Mixed,https://www.coursera.org/learn/dog-emotion-and-cognition,"['Cognitive Science', 'Evolution', 'Animal Behavior', 'Dog']"
Driving business towards the Sustainable Development Goals,Beginner,https://www.coursera.org/learn/sdgbusiness,[]
Drug Development Product Management,Beginner,https://www.coursera.org/specializations/drug-development-product-management,"['Marketing', 'Drug Regulations', 'Drug Discovery', 'Clinical Trials']"
Drug Discovery,Beginner,https://www.coursera.org/learn/drug-discovery,"['Pharmacology', 'Drug Development', 'Clinical Development', 'Pharmacokinetics']"
Dynamic Public Speaking,Beginner,https://www.coursera.org/specializations/public-speaking,"['Communication', 'Presentation', 'Speech', 'Public Speaking']"
ESG Risks and Opportunities,Beginner,https://www.coursera.org/learn/esg-risks-opportunities,[]
Economics of Money and Banking,Mixed,https://www.coursera.org/learn/money-banking,[]
"Effective Communication: Writing, Design, and Presentation",Beginner,https://www.coursera.org/specializations/effective-business-communication,"['Business Writing', 'Presentation', 'Graphic Design', 'Writing']"
Electric Industry Operations and Markets,Beginner,https://www.coursera.org/learn/electricity,[]
Electronic Music Production,Intermediate,https://www.coursera.org/specializations/electronic-music-production,"['Audio Recording', 'Music Making', 'File Management', 'Ableton', 'MIDI programming', 'Create an electronic composition', 'Create custom synthesizer patches', 'Manipulate preset patches', 'Sound Design', 'Create custom patches in Strobe 2', 'Audio Production', 'Music', 'Audio Editing', 'Electronic Digital Instrument', 'Live Looping', 'Performance Technique', 'Music Arrangement']"
Embedding Sensors and Motors,Intermediate,https://www.coursera.org/specializations/embedding-sensors-motors,"['sensor integration', 'firmware', 'motor design', 'embedded engineering', 'hardware']"
Emotional Intelligence: Cultivating Immensely Human Interactions,Intermediate,https://www.coursera.org/learn/emotional-intelligence-cultivating-immensely-human-interactions,"['Emotional Intelligence', 'Social Skills', 'Intrapersonal skills', 'Soft skills', 'Leadership']"
"Energy Production, Distribution & Safety",Beginner,https://www.coursera.org/specializations/energy-industry,[]
Engineering Project Management,Beginner,https://www.coursera.org/specializations/engineering-project-management,"['Planning', 'Schedule', 'Earned Value Management (EVMT)', 'Project Management', 'Procurement']"
English for Business and Entrepreneurship,Beginner,https://www.coursera.org/learn/business,"['Business Plan', 'Market Research', 'English Language', 'Entrepreneurship']"
English for Career Development,Mixed,https://www.coursera.org/learn/careerdevelopment,"['Communication', 'English Language', 'Career Development', 'Writing']"
English for Journalism,Mixed,https://www.coursera.org/learn/journalism,"['English Grammar', 'News Reporting', 'English Language', 'Broadcast']"
Entrepreneurial Finance: Strategy and Innovation,Intermediate,https://www.coursera.org/specializations/entrepreneurial-finance,"['Blockchains', 'Valuation', 'Financial Analysis', 'Entrepreneurial Finance', 'Microsoft Excel', 'Risk Management', 'Entrepreneurship', 'Venture Capital', 'Finance']"
Entrepreneurship,Beginner,https://www.coursera.org/specializations/wharton-entrepreneurship,"['Growth Strategies', 'Exit Strategy', 'Finance', 'Entrepreneurship']"
Entrepreneurship 1: Developing the Opportunity,Mixed,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity,"['Discovery-Driven Planning', 'Elevator Pitch', 'Planning', 'Entrepreneurship']"
Entrepreneurship Strategy: From Ideation to Exit,Beginner,https://www.coursera.org/learn/entrepreneurship-strategy,[]
Entrepreneurship: Growing Your Business,Beginner,https://www.coursera.org/specializations/entrepreneurship-growing-your-business,"['Entrepreneurship', 'Leadership & Management', 'Innovation', 'Finance', 'HR Tech']"
Epidemiology in Public Health Practice,Beginner,https://www.coursera.org/specializations/professional-epidemiology,"['Outbreak investigation', 'Public Health Surveillance', 'visualization', 'Statistics', 'Epidemiology']"
Equine Welfare and Management,Beginner,https://www.coursera.org/learn/equine,[]
Essentials in Clinical Simulations Across the Health Professions,Intermediate,https://www.coursera.org/learn/clinicalsimulations,"['Nursing', 'healthcare', 'Debriefing', 'INACSL Standards', 'Clinical Simulation']"
Essentials of Global Health,Mixed,https://www.coursera.org/learn/essentials-global-health,[]
Ethical Leadership,Beginner,https://www.coursera.org/specializations/ethical-leadership,"['Ethics of Communication', 'Ethics of Technology', 'Ethical Leadership', 'Diverse Leadership', 'Why Business?']"
"Ethics, Technology and Engineering",Beginner,https://www.coursera.org/learn/ethics-technology-engineering,[]
European Business Law,Beginner,https://www.coursera.org/specializations/european-business-law,"['Compete on the Internal Market', 'Legal Research', 'Law', 'Business Law', 'Foreign Policy']"
Evaluations of AI Applications in Healthcare,Beginner,https://www.coursera.org/learn/evaluations-ai-applications-healthcare,[]
Everyday Excel,Beginner,https://www.coursera.org/specializations/everyday-excel,"['Spreadsheet', 'Microsoft Excel', 'Problem Solving', 'Project', 'computing']"
"Everyday Excel, Part 1",Beginner,https://www.coursera.org/learn/everyday-excel-part-1,"['Data Management', 'Spreadsheet', 'Microsoft Excel', 'Problem Solving', 'Real World']"
Everyday Parenting: The ABCs of Child Rearing,Beginner,https://www.coursera.org/learn/everyday-parenting,[]
Exam Prep MLS-C01: AWS Certified Specialty Machine Learning,Beginner,https://www.coursera.org/specializations/exam-prep-mls-c01-aws-certified-machine-learning-specialty,"['Modeling in AWS', 'Information Engineering', 'Machine Learning Implementation and Operations in AWS', 'Exploratory Data Analysis in AWS', 'ML Algorithms']"
Excel Basics for Data Analysis,Beginner,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,"['Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Pivot Table']"
Excel Fundamentals for Data Analysis,Intermediate,https://www.coursera.org/learn/excel-data-analysis-fundamentals,"['Data Analysis', 'Microsoft Excel', 'Data Cleansing']"
Excel Skills for Business,Beginner,https://www.coursera.org/specializations/excel,"['Data Validation', 'Microsoft Excel', 'Microsoft Excel Macro', 'Pivot Table']"
Excel Skills for Business: Essentials,Beginner,https://www.coursera.org/learn/excel-essentials,"['Graphs', 'Spreadsheet', 'Microsoft Excel', 'Chart']"
Excel Skills for Business: Intermediate I,Intermediate,https://www.coursera.org/learn/excel-intermediate-1,"['Concatenation', 'Microsoft Excel', 'Consolization', 'Pivot Table', 'Pivot Chart']"
Excel Skills for Data Analytics and Visualization,Intermediate,https://www.coursera.org/specializations/excel-data-analytics-visualization,"['Data Analysis', 'Microsoft Excel', 'Data Visualization (DataViz)']"
Excel for Beginners: Introduction to Spreadsheets,Beginner,https://www.coursera.org/projects/excel-for-beginners-introduction-to-spreadsheets,[]
Excel for Beginners: Pivot Tables,Beginner,https://www.coursera.org/projects/excel-for-beginners-pivot-tables,[]
Excel to MySQL: Analytic Techniques for Business,Beginner,https://www.coursera.org/specializations/excel-mysql,"['Business Analytics', 'Microsoft Excel', 'Business Analysis', 'Business Communication', 'Data Analysis', 'Big Data', 'Tableau Software', 'Data Visualization (DataViz)', 'Binary Classification', 'MySQL', 'SQL']"
Excel/VBA for Creative Problem Solving,Beginner,https://www.coursera.org/specializations/excel-vba-creative-problem-solving,"['Microsoft Excel Vba', 'Computer Programming', 'Problem Solving', 'Arrays']"
Executive Data Science,Beginner,https://www.coursera.org/specializations/executive-data-science,"['Data Science', 'Data Management', 'Data Analysis', 'Communication', 'Leadership']"
Exploratory Data Analysis for Machine Learning,Intermediate,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,"['Artificial Intelligence (AI)', 'Machine Learning', 'Feature Engineering', 'Statistical Hypothesis Testing', 'Exploratory Data Analysis']"
Expressway to Data Science: Essential Math,Intermediate,https://www.coursera.org/specializations/expressway-to-data-science-essential-math,"['Derrivatives', 'Integrals', 'Matrix Algebra', 'Diagonalization', 'Numerical Analysis']"
Expressway to Data Science: Python Programming,Beginner,https://www.coursera.org/specializations/python-programming-data-science,"['Python Libraries', 'Python Programming', 'Pandas', 'Matplotlib', 'Numpy']"
Extended Reality for Everybody,Beginner,https://www.coursera.org/specializations/extended-reality-for-everybody,"['Virtual reality (VR)', 'Design', 'development', 'Extended Reality (XR)', 'Augmented reality (AR)']"
"Extract, Transform and Load Data in Power BI",Beginner,https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi,"['Data Analysis', 'power bi', 'Power Query', 'Data Configuration', 'Data transformation']"
FPGA Design for Embedded Systems,Intermediate,https://www.coursera.org/specializations/fpga-design,"['Softcore Processor Design', 'Writing Code in Verilog', 'Programmable Logic Design', 'VHDL Coding', 'Simulation for Verification']"
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",Intermediate,https://www.coursera.org/learn/federal-taxation-individuals,[]
"FinTech: Foundations, Payments, and Regulations",Beginner,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations,[]
Finance & Quantitative Modeling for Analysts,Beginner,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,"['Financial Modeling', 'Corporate Finance', 'Microsoft Excel']"
Finance for Non-Finance Professionals,Beginner,https://www.coursera.org/learn/finance-for-non-finance,"['Financial Accounting', 'Capital Budgeting', 'Corporate Finance', 'Finance']"
Finance for Non-Financial Managers,Intermediate,https://www.coursera.org/learn/finance-for-non-financial-managers,"['Project', 'Financial Statement', 'Finance', 'Balance Sheet']"
Finance for Technical Managers,Beginner,https://www.coursera.org/specializations/finance-for-technical-managers,"['Product Cost Analysis', 'Project valuation', 'financial statement analysis', 'Discounted Cash Flow Analysis', 'Financial Adviser']"
Financial Accounting Fundamentals,Beginner,https://www.coursera.org/learn/uva-darden-financial-accounting,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']"
Financial Acumen for Non-Financial Managers,Beginner,https://www.coursera.org/learn/finance-healthcare-managers,[]
Financial Analysis - Skills for Success,Beginner,https://www.coursera.org/specializations/financial-analysis-skills-for-success,"['Accounting', 'Scenario Analysis', 'financial statement analysis', 'Strategic Management', 'Finance']"
Financial Engineering and Risk Management,Intermediate,https://www.coursera.org/specializations/financialengineering,"['Quantitative Analysis', 'Asset Allocation', 'Algorithmic Trading', 'Portfolio Optimization', 'Mathematical Finance']"
Financial Management,Intermediate,https://www.coursera.org/specializations/financial-management,"['Financial Mismanagement', 'Financial Management', 'Risk Management', 'Investment', 'Financial Aid Management']"
Financial Markets,Beginner,https://www.coursera.org/learn/financial-markets-global,"['Behavioral Finance', 'Financial Markets', 'Finance', 'Behavioral Economics']"
Financial Planning for Young Adults,Beginner,https://www.coursera.org/learn/financial-planning,"['Risk Management', 'Budget', 'Saving', 'Investment']"
Financial Reporting,Intermediate,https://www.coursera.org/specializations/financial-reporting,"['Accounting', 'Accounting Analysis', 'Financial Statement']"
Financial Technology (Fintech) Innovations,Beginner,https://www.coursera.org/specializations/financialtechnology,"['Credit Technology', 'Cryptocurrency', 'Smart Investing', 'Blockchain', 'Payment Systems']"
Financing and Investing in Infrastructure,Mixed,https://www.coursera.org/learn/infrastructure-investing,"['Capital Budgeting', 'Risk Analysis', 'Project', 'Finance']"
Finanzas corporativas,Intermediate,https://www.coursera.org/specializations/finanzascorporativas,"['Mathematical Finance', 'Corporate Finance', 'Microsoft Excel', 'Finance']"
Finding Purpose and Meaning In Life: Living for What Matters Most,Beginner,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,"['well-being', 'Purpose']"
Finding Your Professional Voice: Confidence & Impact,Beginner,https://www.coursera.org/learn/finding-your-professional-voice,"['Speak with greater clarity', 'Speak with confidence and connection', 'How to convey meaning and make messages compelling', 'Identify current vocal behaviors connected to speaking and have techniques to address them.']"
Fintech: Foundations & Applications of Financial Technology,Beginner,https://www.coursera.org/specializations/wharton-fintech,"['Investment Management', 'Cryptocurrency', 'regulation', 'Blockchain']"
First Principles of Computer Vision,Beginner,https://www.coursera.org/specializations/firstprinciplesofcomputervision,"['perception', 'features and boundaries', 'Object Recognition', 'Camera and imaging', '3d reconstruction']"
First Step Korean,Beginner,https://www.coursera.org/learn/learn-korean,"['Grammar', 'Korean Language', 'Speech', 'Writing']"
Fondamentaux de la cybersécurité,Beginner,https://www.coursera.org/learn/fondamentaux-de-la-cybersecurite,"['Cadre de cybersécurité (CSF) du NIST', 'Cybersécurité', 'Attaques historiques', ""Sécurité de l'information (InfoSec - Information Security)"", 'Déontologie']"
Food & Beverage Management,Mixed,https://www.coursera.org/learn/food-beverage-management,"['Promotion And Marketing Communications', 'Food Marketing', 'Marketing', 'Brand Management']"
"Food Sustainability, Mindful Eating, and Healthy Cooking",Beginner,https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,"['mindful eating', 'sensible shopping', 'sustainable eating', 'food mindfulness', 'Cooking']"
Forensic Accounting and Fraud Examination,Mixed,https://www.coursera.org/learn/forensic-accounting,"['Fraud Detection', 'Internal Control', 'Fraud Investigation', 'Forensic Accounting']"
Formal Financial Accounting,Beginner,https://www.coursera.org/learn/formal-financial-accounting,[]
Foundational Finance for Strategic Decision Making,Beginner,https://www.coursera.org/specializations/foundational-finance,"['Financial Analysis', 'Estimation of costs and benefits', 'Spreadsheet Analysis', 'Value estimation']"
Foundations for Assisting in Home Care,Mixed,https://www.coursera.org/learn/home-care,[]
Foundations of Business Intelligence,Advanced,https://www.coursera.org/learn/foundations-of-business-intelligence,"['Stakeholder Management', 'Sharing Insights With Stakeholders', 'Asking Effective Questions', 'Cross-Functional Team Dynamics', 'Business Processes and Requirements']"
Foundations of Business Strategy,Beginner,https://www.coursera.org/learn/uva-darden-foundations-business-strategy,"['Capabilities Analysis', 'Business Strategy', 'Competitive Position', 'Strategic Analysis', 'Industry Structure']"
Foundations of Cybersecurity,Beginner,https://www.coursera.org/learn/foundations-of-cybersecurity,"['Information Security (INFOSEC)', 'Cybersecurity', 'Historical Attacks', 'Ethics in cybersecurity', 'NIST Cybersecurity Framework (CSF)']"
Foundations of Data Science,Advanced,https://www.coursera.org/learn/foundations-of-data-science,"['Sharing Insights With Stakeholders', 'Effective Written Communication', 'Asking Effective Questions', 'Cross-Functional Team Dynamics', 'Project Management']"
Foundations of Data Structures and Algorithms,Advanced,https://www.coursera.org/specializations/boulder-data-structures-algorithms,"['Travelling Salesman Problem (TSP)', 'Integer Programming', 'Approximation Algorithm', 'Linear Programming (LP)', 'Analysis of Algorithms', 'Hashtables', 'Algorithm Design', 'Python Programming', 'Data Structure Design', 'Graphs Algorithms', 'Intractability']"
Foundations of Digital Marketing and E-commerce,Beginner,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,"['Marketing', 'Customer loyalty', 'E-Commerce', 'Marketing Analytics', 'Customer Outreach']"
Foundations of Management,Beginner,https://www.coursera.org/specializations/foundations-management,"['Accounting', 'Leadership', 'Finance', 'Marketing']"
Foundations of Positive Psychology,Beginner,https://www.coursera.org/specializations/positivepsychology,"['Gratitude', 'goal setting', 'Research Methodology', 'Resilience']"
Foundations of Project Management,Beginner,https://www.coursera.org/learn/project-management-foundations,"['Organizational Culture', 'Career Development', 'Strategic Thinking', 'Change Management', 'Project Management']"
Foundations of Public Health Practice,Beginner,https://www.coursera.org/specializations/foundations-public-health-practice,[]
Foundations of Software Testing and Validation,Beginner,https://www.coursera.org/learn/foundations-of-software-testing-and-validation,"['Software Testing', 'Software Development', 'Validation']"
Foundations of Teaching for Learning: Introduction,Mixed,https://www.coursera.org/learn/teaching,"['Teaching', 'Planning', 'Teaching Method']"
Foundations of User Experience (UX) Design,Beginner,https://www.coursera.org/learn/foundations-user-experience-design,"['User Experience (UX)', 'UX Research', 'Wireframe', 'Prototype', 'User Experience Design (UXD)']"
"Foundations: Data, Data, Everywhere",Beginner,https://www.coursera.org/learn/foundations-data,"['Spreadsheet', 'Data Cleansing', 'Data Analysis', 'Data Visualization (DataViz)', 'SQL']"
Fractal Data Science,Beginner,https://www.coursera.org/professional-certificates/fractal-data-science,"['Data storytelling', 'Machine Learning', 'Python Programming', 'Decision-Making', 'Problem Solving', 'power bi', 'SQL']"
From Data to Insights with Google Cloud,Beginner,https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform,"['Bigquery', 'Machine Learning', 'Data Visualization (DataViz)', 'SQL']"
From Excel to Power BI,Beginner,https://www.coursera.org/learn/from-excel-to-power-bi,"['Business Analytics', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'power bi']"
From Likes to Leads: Interact with Customers Online,Beginner,https://www.coursera.org/learn/from-likes-to-leads,"['Social Listening', 'Social Media Bidding', 'Customer Engagement', 'Social Media Analytics', 'Social Media Branding']"
Functional Programming in Scala,Intermediate,https://www.coursera.org/specializations/scala,"['Scala Programming', 'Parallel Computing', 'Apache Spark', 'Functional Programming']"
Fundamentals of Accounting,Beginner,https://www.coursera.org/specializations/accounting-fundamentals,"['Income Statement', 'Cost', 'Financial Statement', 'Balance Sheet']"
Fundamentals of Computing,Beginner,https://www.coursera.org/specializations/computer-fundamentals,"['Recursion', 'Algorithms', 'Python Programming', 'Dynamic Programming']"
Fundamentals of Engineering Exam Review,Mixed,https://www.coursera.org/learn/fe-exam,[]
Fundamentals of Finance,Beginner,https://www.coursera.org/learn/finance-fundamentals,[]
Fundamentals of Flight mechanics,Beginner,https://www.coursera.org/specializations/flight-mechanics-fundamentals,"['Airplane conception and validation', 'Flight dynamics', 'Applied aerodynamics', 'Aerospace Engineering', 'Flight mechanics']"
Fundamentals of GIS,Beginner,https://www.coursera.org/learn/gis,"['Spatial Analysis', 'Data Analysis', 'Data Visualization (DataViz)', 'Software']"
Fundamentals of Graphic Design,Beginner,https://www.coursera.org/learn/fundamentals-of-graphic-design,"['Creativity', 'Graphics', 'Design Theory', 'Color Theory']"
Fundamentals of Immunology,Intermediate,https://www.coursera.org/specializations/immunology,[]
Fundamentals of Machine Learning for Healthcare,Beginner,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,[]
Fundamentals of Music Theory,Beginner,https://www.coursera.org/learn/edinburgh-music-theory,"['Scales', 'Notation', 'Harmony', 'Rhythm', 'Chords']"
Fundamentals of Project Planning and Management,Beginner,https://www.coursera.org/learn/uva-darden-project-management,"['Risk Analysis', 'Project Planning', 'Planning', 'Management', 'Project Management']"
Fundamentals of Quantitative Modeling,Mixed,https://www.coursera.org/learn/wharton-quantitative-modeling,"['Modeling', 'Linear Regression', 'Probabilistic Models', 'Regression Analysis']"
Fundamentals of Reinforcement Learning,Intermediate,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,"['Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems']"
Fundamentals of Social Media Advertising,Beginner,https://www.coursera.org/learn/social-media-advertising-fundamentals,"['Social Media Marketing', 'Brand Management', 'Campaign Management', 'Ad Management']"
Fundamentals of Technology Sales,Beginner,https://www.coursera.org/learn/fundamentals-of-technology-sales,"['Sales Development', 'Sales Management', 'Sales Strategy', 'Sales', 'Sales Presentation']"
Fundamentos de la ciberseguridad,Beginner,https://www.coursera.org/learn/fundamentos-de-la-ciberseguridad,"['Ética', 'Seguridad de la información (INFOSEC)', 'Marco de ciberseguridad del NIST (CSF)', 'Ataques históricos a la ciberseguridad', 'Ciberseguridad']"
Fundamentos de la gestión de proyectos,Beginner,https://www.coursera.org/learn/fundamentos-de-la-gestion-de-proyectos,"['Gestión de proyectos', 'Cultura de la organización', 'Pensamiento estratégico', 'desarrollo profesional', 'gestión de cambios']"
Fundamentos del marketing digital y comercio electrónico,Beginner,https://www.coursera.org/learn/fundamentos-del-marketing-digital-y-comercio-electronico,"['Marketing', 'Fidelidad del cliente', 'Análisis y estadísticas de marketing', 'Acercamiento al cliente', 'Comercio electrónico']"
Fundraising and Development,Beginner,https://www.coursera.org/specializations/fundraising-development,['Fundraising']
Futures Thinking,Beginner,https://www.coursera.org/specializations/futures-thinking,"['Strategic Foresight', 'Simulation', 'Scenario Design', 'Future Forecasting']"
"GIS, Mapping, and Spatial Analysis",Beginner,https://www.coursera.org/specializations/gis-mapping-spatial-analysis,"['Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis']"
GPU Programming,Intermediate,https://www.coursera.org/specializations/gpu-programming,"['Machine Learning', 'GPU', 'Parallel Computing', 'Image Processing', 'C++']"
Game Design and Development with Unity 2020,Beginner,https://www.coursera.org/specializations/game-design-and-development,"['Video Game Development', 'Unity', 'video game', 'Game Design', 'technology']"
Game Design: Art and Concepts,Beginner,https://www.coursera.org/specializations/game-design,"['Interactive Storytelling', 'Game Design Document', 'Video Game Design', 'Game Design']"
Game Theory,Beginner,https://www.coursera.org/learn/game-theory-1,"['Game Theory', 'Backward Induction', 'Bayesian Game', 'Problem Solving']"
Gamification,Mixed,https://www.coursera.org/learn/gamification,"['Psychology', 'Marketing', 'Game Design', 'Gamification']"
Generative AI Primer,Beginner,https://www.coursera.org/learn/generative-ai,"['prompt engineering', 'Augmented Intelligence', 'Generative AI']"
Generative AI for Everyone,Beginner,https://www.coursera.org/learn/generative-ai-for-everyone,"['Generative AI', 'AI strategy', 'large language models', 'Generative AI Tools', 'AI Productivity']"
Generative AI with Large Language Models,Intermediate,https://www.coursera.org/learn/generative-ai-with-llms,"['Generative AI', 'LLMs', 'large language models', 'Machine Learning', 'Python Programming']"
Generative Adversarial Networks (GANs),Intermediate,https://www.coursera.org/specializations/generative-adversarial-networks-gans,"['Generator', 'Image-to-Image Translation', 'glossary of computer graphics', 'Discriminator', 'Generative Adversarial Networks']"
Genomic Data Science,Intermediate,https://www.coursera.org/specializations/genomic-data-science,"['Bioinformatics Algorithms', 'Algorithms', 'Python Programming', 'Algorithms On Strings', 'Bioinformatics', 'Biopython', 'Genomics', 'Statistics', 'Data Science', 'Computational Biology', 'Samtools', 'Unix', 'Command-Line Interface', 'Data Analysis', 'R Programming', 'Biostatistics', 'Bioconductor']"
Geographic Information Systems  (GIS),Beginner,https://www.coursera.org/specializations/gis,[]
Gestion de projet de Google,Beginner,https://www.coursera.org/professional-certificates/gestion-de-projet-de-google,"['Gestion des risques', 'Gestion de projet', 'Exécution du projet', 'Réflexion stratégique', 'Gestion de la qualité', 'Gestion Agile', 'Influencer Marketing', 'Encadrement', 'Résolution de problèmes', 'Scrum', 'Planification de projet', 'Approvisionnement', 'Estimation de la tâche', 'Gestion des partenaires', 'Communication efficace', 'Gestion du changement', 'Gestion de projets', 'Culture organisationnelle', 'Perfectionnement professionnel', 'Charte de projet', 'Écriture commerciale']"
Gestión de Proyectos de Google,Beginner,https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google,"['Gestión de proyectos', 'Estatuto del proyecto', 'Pensamiento estratégico', 'Redacción de negocios', 'Gestión de los interesados', 'Gestión de calidad', 'Gestión de riesgos', 'Ejecución del proyecto', 'Adquisiciones', 'Planificación de Proyectos', 'Estimación de tareas', 'Cultura de la organización', 'desarrollo profesional', 'gestión de cambios', 'Resolución de problemas', 'Comunicación efectiva', 'Influencia', 'Asesoramiento', 'Gestión con la metodología Agile', 'Scrum']"
Get Started with Python,Advanced,https://www.coursera.org/learn/get-started-with-python,"['Using Comments to Enhance Code Readability', 'Python Programming', 'Jupyter Notebook', 'Data Visualization (DataViz)', 'Coding']"
Getting Started with AI using IBM Watson,Beginner,https://www.coursera.org/learn/ai-with-ibm-watson,"['Deep Learning', 'Application Programming Interfaces (API)', 'Artificial Intelligence (AI)', 'Machine Learning', 'watson']"
Getting Started with Git and GitHub,Beginner,https://www.coursera.org/learn/getting-started-with-git-and-github,"['open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)']"
Getting Started with Power BI Desktop,Beginner,https://www.coursera.org/projects/power-bi-desktop,[]
